id,message_text,url,url_category,mentioned_brand,domain_owner,semantic_match,overseas_sender,pii_request,label,data_origin,annotation_note
54,[롯데ON] 주문이 정상적으로 완료되었습니다.,https://www.lotteon.com/event,official,롯데ON,롯데쇼핑,True,False,False,NORMAL,synthetic,정상 공식 서비스/알림 패턴. 공식 도메인 자체만으로 안전 판정하지 않음.
55,지인과 공유한 LINE 링크입니다.,https://www.line.me/guide,messenger,LINE,LY Corporation,True,False,False,NORMAL,synthetic,정상 공식 서비스/알림 패턴. 공식 도메인 자체만으로 안전 판정하지 않음.
56,[NAVER] 비밀번호가 변경되었습니다.,https://www.naver.com/main,official,NAVER,NAVER,True,False,False,NORMAL,synthetic,정상 공식 서비스/알림 패턴. 공식 도메인 자체만으로 안전 판정하지 않음.
57,우체국 배송 예정입니다. 오늘 상품을 받아보실 수 있습니다.,https://www.epost.go.kr/notice,official,우체국,우정사업본부,True,False,False,NORMAL,synthetic,정상 공식 서비스/알림 패턴. 공식 도메인 자체만으로 안전 판정하지 않음.
58,"[KB국민은행] 12,900원이 출금되었습니다.",,unknown,KB국민은행,unknown,True,False,False,NORMAL,synthetic,정상 공식 서비스/알림 패턴. 공식 도메인 자체만으로 안전 판정하지 않음.
59,[신한카드] 카드 이용내역을 안내드립니다.,https://www.shinhancard.com/customer,official,신한카드,신한카드,True,False,False,NORMAL,synthetic,정상 공식 서비스/알림 패턴. 공식 도메인 자체만으로 안전 판정하지 않음.
60,[대한민국 정책브리핑] 신청하신 민원의 처리 상태를 확인하세요.,https://www.korea.kr/mypage,official,대한민국 정책브리핑,대한민국 정부,True,False,False,NORMAL,synthetic,정상 공식 서비스/알림 패턴. 공식 도메인 자체만으로 안전 판정하지 않음.
61,[G마켓] 주문하신 상품의 배송이 시작되었습니다.,https://www.gmarket.co.kr/event,official,G마켓,G마켓,True,False,False,NORMAL,synthetic,정상 공식 서비스/알림 패턴. 공식 도메인 자체만으로 안전 판정하지 않음.
62,카카오 오픈채팅 초대 링크입니다. 대화방에서 확인해주세요.,https://www.open.kakao.com/guide,messenger,카카오 오픈채팅,Kakao,True,False,False,NORMAL,synthetic,정상 공식 서비스/알림 패턴. 공식 도메인 자체만으로 안전 판정하지 않음.
63,[NAVER] 비밀번호가 변경되었습니다.,https://www.naver.com/main,official,NAVER,NAVER,True,False,False,NORMAL,synthetic,정상 공식 서비스/알림 패턴. 공식 도메인 자체만으로 안전 판정하지 않음.
64,CJ대한통운 상품 배송이 시작되었습니다. 배송 현황을 확인하세요.,https://www.cjlogistics.com/notice,official,CJ대한통운,CJ대한통운,True,False,False,NORMAL,synthetic,정상 공식 서비스/알림 패턴. 공식 도메인 자체만으로 안전 판정하지 않음.
65,"[케이뱅크] 125,000원이 입금되었습니다.",https://www.kbanknow.com/service,official,케이뱅크,케이뱅크,True,False,False,NORMAL,synthetic,정상 공식 서비스/알림 패턴. 공식 도메인 자체만으로 안전 판정하지 않음.
66,"[하나카드] 89,700원 승인되었습니다. 가맹점: 주유소",https://www.hanacard.co.kr/customer,official,하나카드,하나카드,True,False,False,NORMAL,synthetic,정상 공식 서비스/알림 패턴. 공식 도메인 자체만으로 안전 판정하지 않음.
67,[병무청] 신청 내역 관련 안내입니다.,https://www.mma.go.kr/mypage,official,병무청,병무청,True,False,False,NORMAL,synthetic,정상 공식 서비스/알림 패턴. 공식 도메인 자체만으로 안전 판정하지 않음.
68,[11번가] 주문이 정상적으로 완료되었습니다.,https://www.11st.co.kr/event,official,11번가,11번가,True,False,False,NORMAL,synthetic,정상 공식 서비스/알림 패턴. 공식 도메인 자체만으로 안전 판정하지 않음.
69,지인과 공유한 카카오톡 채널 링크입니다.,https://www.pf.kakao.com/guide,messenger,카카오톡 채널,Kakao,True,False,False,NORMAL,synthetic,정상 공식 서비스/알림 패턴. 공식 도메인 자체만으로 안전 판정하지 않음.
70,[Samsung] 비밀번호가 변경되었습니다.,https://www.samsung.com/main,official,Samsung,Samsung Electronics,True,False,False,NORMAL,synthetic,정상 공식 서비스/알림 패턴. 공식 도메인 자체만으로 안전 판정하지 않음.
71,롯데택배 상품 배송이 시작되었습니다. 배송 현황을 확인하세요.,https://www.lotteglogis.com/notice,official,롯데택배,롯데글로벌로지스,True,False,False,NORMAL,synthetic,정상 공식 서비스/알림 패턴. 공식 도메인 자체만으로 안전 판정하지 않음.
72,"[우리은행] 125,000원이 출금되었습니다.",https://www.wooribank.com/service,official,우리은행,우리은행,True,False,False,NORMAL,synthetic,정상 공식 서비스/알림 패턴. 공식 도메인 자체만으로 안전 판정하지 않음.
73,"[KB국민카드] 50,000원 승인 취소되었습니다.",,unknown,KB국민카드,unknown,True,False,False,NORMAL,synthetic,정상 공식 서비스/알림 패턴. 공식 도메인 자체만으로 안전 판정하지 않음.
74,[경찰청] 전자문서 안내가 도착했습니다.,https://www.police.go.kr/mypage,official,경찰청,경찰청,True,False,False,NORMAL,synthetic,정상 공식 서비스/알림 패턴. 공식 도메인 자체만으로 안전 판정하지 않음.
75,[롯데ON] 결제/주문 내역을 확인하세요.,https://www.lotteon.com/event,official,롯데ON,롯데쇼핑,True,False,False,NORMAL,synthetic,정상 공식 서비스/알림 패턴. 공식 도메인 자체만으로 안전 판정하지 않음.
76,카카오톡 채널 초대 링크입니다. 대화방에서 확인해주세요.,https://www.pf.kakao.com/guide,messenger,카카오톡 채널,Kakao,True,False,False,NORMAL,synthetic,정상 공식 서비스/알림 패턴. 공식 도메인 자체만으로 안전 판정하지 않음.
77,[NAVER] 비밀번호가 변경되었습니다.,https://www.naver.com/main,official,NAVER,NAVER,True,False,False,NORMAL,synthetic,정상 공식 서비스/알림 패턴. 공식 도메인 자체만으로 안전 판정하지 않음.
78,우체국 등기/택배 접수 및 배송 정보를 안내드립니다.,https://www.epost.go.kr/notice,official,우체국,우정사업본부,True,False,False,NORMAL,synthetic,정상 공식 서비스/알림 패턴. 공식 도메인 자체만으로 안전 판정하지 않음.
79,[NH농협은행] 계좌 이용내역 안내입니다.,,unknown,NH농협은행,unknown,True,False,False,NORMAL,synthetic,정상 공식 서비스/알림 패턴. 공식 도메인 자체만으로 안전 판정하지 않음.
80,"[KB국민카드] 6,100원 승인 취소되었습니다.",https://www.kbcard.com/customer,official,KB국민카드,KB국민카드,True,False,False,NORMAL,synthetic,정상 공식 서비스/알림 패턴. 공식 도메인 자체만으로 안전 판정하지 않음.
81,[경찰청] 공식 홈페이지에서 처리 결과를 확인할 수 있습니다.,https://www.police.go.kr/mypage,official,경찰청,경찰청,True,False,False,NORMAL,synthetic,정상 공식 서비스/알림 패턴. 공식 도메인 자체만으로 안전 판정하지 않음.
82,[네이버쇼핑] 주문이 정상적으로 완료되었습니다.,https://www.naver.com/event,official,네이버쇼핑,NAVER,True,False,False,NORMAL,synthetic,정상 공식 서비스/알림 패턴. 공식 도메인 자체만으로 안전 판정하지 않음.
83,카카오톡 채널 채널/대화방 안내입니다.,https://www.pf.kakao.com/guide,messenger,카카오톡 채널,Kakao,True,False,False,NORMAL,synthetic,정상 공식 서비스/알림 패턴. 공식 도메인 자체만으로 안전 판정하지 않음.
84,[Google] 보안 알림입니다. 계정 설정을 확인하세요.,https://www.google.com/main,official,Google,Google,True,False,False,NORMAL,synthetic,정상 공식 서비스/알림 패턴. 공식 도메인 자체만으로 안전 판정하지 않음.
85,롯데택배 배송 예정입니다. 오늘 상품을 받아보실 수 있습니다.,https://www.lotteglogis.com/notice,official,롯데택배,롯데글로벌로지스,True,False,False,NORMAL,synthetic,정상 공식 서비스/알림 패턴. 공식 도메인 자체만으로 안전 판정하지 않음.
86,"[우리은행] 12,900원이 입금되었습니다.",https://www.wooribank.com/service,official,우리은행,우리은행,True,False,False,NORMAL,synthetic,정상 공식 서비스/알림 패턴. 공식 도메인 자체만으로 안전 판정하지 않음.
87,[신한카드] 카드 이용내역을 안내드립니다.,https://www.shinhancard.com/customer,official,신한카드,신한카드,True,False,False,NORMAL,synthetic,정상 공식 서비스/알림 패턴. 공식 도메인 자체만으로 안전 판정하지 않음.
88,[국민연금공단] 전자문서 안내가 도착했습니다.,https://www.nps.or.kr/mypage,official,국민연금공단,국민연금공단,True,False,False,NORMAL,synthetic,정상 공식 서비스/알림 패턴. 공식 도메인 자체만으로 안전 판정하지 않음.
89,[쿠팡] 주문 상품이 배송 완료되었습니다.,https://www.coupang.com/event,official,쿠팡,쿠팡,True,False,False,NORMAL,synthetic,정상 공식 서비스/알림 패턴. 공식 도메인 자체만으로 안전 판정하지 않음.
90,카카오 초대 링크입니다. 대화방에서 확인해주세요.,https://www.kakao.com/guide,official,카카오,Kakao,True,False,False,NORMAL,synthetic,정상 공식 서비스/알림 패턴. 공식 도메인 자체만으로 안전 판정하지 않음.
91,[NAVER] 비밀번호가 변경되었습니다.,https://www.naver.com/main,official,NAVER,NAVER,True,False,False,NORMAL,synthetic,정상 공식 서비스/알림 패턴. 공식 도메인 자체만으로 안전 판정하지 않음.
92,한진택배 등기/택배 접수 및 배송 정보를 안내드립니다.,https://www.hanjin.com/notice,official,한진택배,한진,True,False,False,NORMAL,synthetic,정상 공식 서비스/알림 패턴. 공식 도메인 자체만으로 안전 판정하지 않음.
93,"[우리은행] 50,000원이 출금되었습니다.",https://www.wooribank.com/service,official,우리은행,우리은행,True,False,False,NORMAL,synthetic,정상 공식 서비스/알림 패턴. 공식 도메인 자체만으로 안전 판정하지 않음.
94,"[하나카드] 50,000원 승인되었습니다. 가맹점: 주유소",,unknown,하나카드,unknown,True,False,False,NORMAL,synthetic,정상 공식 서비스/알림 패턴. 공식 도메인 자체만으로 안전 판정하지 않음.
95,[대한민국 정책브리핑] 공식 홈페이지에서 처리 결과를 확인할 수 있습니다.,https://www.korea.kr/mypage,official,대한민국 정책브리핑,대한민국 정부,True,False,False,NORMAL,synthetic,정상 공식 서비스/알림 패턴. 공식 도메인 자체만으로 안전 판정하지 않음.
96,[옥션] 주문이 정상적으로 완료되었습니다.,https://www.auction.co.kr/event,official,옥션,옥션,True,False,False,NORMAL,synthetic,정상 공식 서비스/알림 패턴. 공식 도메인 자체만으로 안전 판정하지 않음.
97,카카오 오픈채팅 채널/대화방 안내입니다.,https://www.open.kakao.com/guide,messenger,카카오 오픈채팅,Kakao,True,False,False,NORMAL,synthetic,정상 공식 서비스/알림 패턴. 공식 도메인 자체만으로 안전 판정하지 않음.
98,[Microsoft] 비밀번호가 변경되었습니다.,https://www.microsoft.com/main,official,Microsoft,Microsoft,True,False,False,NORMAL,synthetic,정상 공식 서비스/알림 패턴. 공식 도메인 자체만으로 안전 판정하지 않음.
99,CJ대한통운 상품 배송이 시작되었습니다. 배송 현황을 확인하세요.,https://www.cjlogistics.com/notice,official,CJ대한통운,CJ대한통운,True,False,False,NORMAL,synthetic,정상 공식 서비스/알림 패턴. 공식 도메인 자체만으로 안전 판정하지 않음.
100,"[우리은행] 125,000원이 입금되었습니다.",,unknown,우리은행,unknown,True,False,False,NORMAL,synthetic,정상 공식 서비스/알림 패턴. 공식 도메인 자체만으로 안전 판정하지 않음.
101,[하나카드] 카드 이용내역을 안내드립니다.,https://www.hanacard.co.kr/customer,official,하나카드,하나카드,True,False,False,NORMAL,synthetic,정상 공식 서비스/알림 패턴. 공식 도메인 자체만으로 안전 판정하지 않음.
102,[정부24] 공식 홈페이지에서 처리 결과를 확인할 수 있습니다.,https://www.gov.kr/mypage,official,정부24,대한민국 정부,True,False,False,NORMAL,synthetic,정상 공식 서비스/알림 패턴. 공식 도메인 자체만으로 안전 판정하지 않음.
103,[컬리] 주문이 정상적으로 완료되었습니다.,https://www.kurly.com/event,official,컬리,컬리,True,False,False,NORMAL,synthetic,정상 공식 서비스/알림 패턴. 공식 도메인 자체만으로 안전 판정하지 않음.
104,지인과 공유한 카카오 링크입니다.,https://www.kakao.com/guide,official,카카오,Kakao,True,False,False,NORMAL,synthetic,정상 공식 서비스/알림 패턴. 공식 도메인 자체만으로 안전 판정하지 않음.
105,[NAVER] 새로운 환경에서 로그인되었습니다.,https://www.naver.com/main,official,NAVER,NAVER,True,False,False,NORMAL,synthetic,정상 공식 서비스/알림 패턴. 공식 도메인 자체만으로 안전 판정하지 않음.
106,롯데택배 상품 배송이 시작되었습니다. 배송 현황을 확인하세요.,https://www.lotteglogis.com/notice,official,롯데택배,롯데글로벌로지스,True,False,False,NORMAL,synthetic,정상 공식 서비스/알림 패턴. 공식 도메인 자체만으로 안전 판정하지 않음.
107,[케이뱅크] 금융거래 알림입니다. 자세한 내역은 공식 앱에서 확인하세요.,https://www.kbanknow.com/service,official,케이뱅크,케이뱅크,True,False,False,NORMAL,synthetic,정상 공식 서비스/알림 패턴. 공식 도메인 자체만으로 안전 판정하지 않음.
108,"[롯데카드] 1,230,000원 승인되었습니다. 가맹점: 온라인쇼핑",https://www.lottecard.co.kr/customer,official,롯데카드,롯데카드,True,False,False,NORMAL,synthetic,정상 공식 서비스/알림 패턴. 공식 도메인 자체만으로 안전 판정하지 않음.
109,[국세청] 공식 홈페이지에서 처리 결과를 확인할 수 있습니다.,https://www.nts.go.kr/mypage,official,국세청,국세청,True,False,False,NORMAL,synthetic,정상 공식 서비스/알림 패턴. 공식 도메인 자체만으로 안전 판정하지 않음.
110,[SSG.COM] 주문하신 상품의 배송이 시작되었습니다.,https://www.ssg.com/event,official,SSG.COM,SSG.COM,True,False,False,NORMAL,synthetic,정상 공식 서비스/알림 패턴. 공식 도메인 자체만으로 안전 판정하지 않음.
111,LINE 채널/대화방 안내입니다.,https://www.line.me/guide,messenger,LINE,LY Corporation,True,False,False,NORMAL,synthetic,정상 공식 서비스/알림 패턴. 공식 도메인 자체만으로 안전 판정하지 않음.
112,[Samsung] 비밀번호가 변경되었습니다.,https://www.samsung.com/main,official,Samsung,Samsung Electronics,True,False,False,NORMAL,synthetic,정상 공식 서비스/알림 패턴. 공식 도메인 자체만으로 안전 판정하지 않음.
113,우체국 고객님의 상품이 배송 완료되었습니다.,https://www.epost.go.kr/notice,official,우체국,우정사업본부,True,False,False,NORMAL,synthetic,정상 공식 서비스/알림 패턴. 공식 도메인 자체만으로 안전 판정하지 않음.
114,"[카카오뱅크] 89,700원이 입금되었습니다.",https://www.kakaobank.com/service,official,카카오뱅크,카카오뱅크,True,False,False,NORMAL,synthetic,정상 공식 서비스/알림 패턴. 공식 도메인 자체만으로 안전 판정하지 않음.
115,"[KB국민카드] 정기결제 승인 알림입니다. 6,100원",,unknown,KB국민카드,unknown,True,False,False,NORMAL,synthetic,정상 공식 서비스/알림 패턴. 공식 도메인 자체만으로 안전 판정하지 않음.
116,[국민연금공단] 신청 내역 관련 안내입니다.,https://www.nps.or.kr/mypage,official,국민연금공단,국민연금공단,True,False,False,NORMAL,synthetic,정상 공식 서비스/알림 패턴. 공식 도메인 자체만으로 안전 판정하지 않음.
117,[컬리] 주문하신 상품의 배송이 시작되었습니다.,https://www.kurly.com/event,official,컬리,컬리,True,False,False,NORMAL,synthetic,정상 공식 서비스/알림 패턴. 공식 도메인 자체만으로 안전 판정하지 않음.
118,지인과 공유한 카카오 오픈채팅 링크입니다.,https://www.open.kakao.com/guide,messenger,카카오 오픈채팅,Kakao,True,False,False,NORMAL,synthetic,정상 공식 서비스/알림 패턴. 공식 도메인 자체만으로 안전 판정하지 않음.
