id,text,issuer,label,source,reviewed,collected_at,category,source_family,origin,review_method,retrieved_at,split,generator_seed,seed_fingerprint,template_key
financial-syn-0013,"KB국민카드 온라인승인 60** 09/15 02:29 654,000원 약국",KB국민카드,0,https://github.com/kakao/credit-card-sms-parser/blob/master/test/test_credit_card_sms_parser.rb,true,,payment_status,financial_normal_synthetic_v2,rule_synthetic_from_reviewed_sms_patterns,generator_rule_and_source_review,2026-09-15,train,8745302623045617470,795d8e66abed073ec300e3c97ddd477a827f1aa61c2f700dc99f8752a54b98a9,online_approval
financial-syn-0014,"[Web발신] [NH농협카드] 정기결제 승인 04/25 18:53 571,300원 동네마트",NH농협카드,0,https://github.com/kakao/credit-card-sms-parser/blob/master/test/test_credit_card_sms_parser.rb,true,,payment_status,financial_normal_synthetic_v2,rule_synthetic_from_reviewed_sms_patterns,generator_rule_and_source_review,2026-09-15,train,8595379636037062107,7748ec3d1b9d8ddb680468db5c30398126c9b4e40f1d062e589719f6e2012cb2,recurring_approval
financial-syn-0015,"[Web발신] NH농협카드 승인 05** 12/21 19:35 796,000원 12개월 할부 온라인서점 이용내역 https://card.nonghyup.com/",NH농협카드,0,https://github.com/kakao/credit-card-sms-parser/blob/master/test/test_credit_card_sms_parser.rb,true,,payment_status,financial_normal_synthetic_v2,rule_synthetic_from_reviewed_sms_patterns,generator_rule_and_source_review,2026-09-15,train,15649326407261685285,d92d937426f90625f93feddd3b5250964dd3dcdb51118fac54300a4233c6771e,installment_approval
financial-syn-0016,"[NH농협카드] 09/20 18:43 63** 편의점 체크카드출금 659,400원 잔액 3,256,000원",NH농협카드,0,https://github.com/kakao/credit-card-sms-parser/blob/master/test/test_credit_card_sms_parser.rb,true,,payment_status,financial_normal_synthetic_v2,rule_synthetic_from_reviewed_sms_patterns,generator_rule_and_source_review,2026-09-15,train,9949631482595252751,8a14311e36221a0fd5741e8f93d52e1a704bb6aebc475a9c950e8b949d2dbe59,check_withdrawal
financial-syn-0017,"[NH농협카드] 04/08 10:01 80** 약국 체크카드출금 22,000원 잔액 934,000원",NH농협카드,0,https://github.com/kakao/credit-card-sms-parser/blob/master/test/test_credit_card_sms_parser.rb,true,,payment_status,financial_normal_synthetic_v2,rule_synthetic_from_reviewed_sms_patterns,generator_rule_and_source_review,2026-09-15,train,5616051343019896047,4df038f0fd0e6cef09db3492432101f9e8c66bbe4614666d190802f0bca6f066,check_withdrawal
financial-syn-0018,"[KB국민카드] 04/10 11:09 73** 음식점 체크카드출금 276,500원 잔액 884,700원",KB국민카드,0,https://github.com/kakao/credit-card-sms-parser/blob/master/test/test_credit_card_sms_parser.rb,true,,payment_status,financial_normal_synthetic_v2,rule_synthetic_from_reviewed_sms_patterns,generator_rule_and_source_review,2026-09-15,train,2352070730685714926,20a43bde251d91ee40d8e4eb13965aeeebfdedbebbce5cb1dc9f3ab91a23f35c,check_withdrawal
financial-syn-0019,"[Web발신] [현대카드] 정기결제 승인 04/21 20:55 756,800원 커피전문점",현대카드,0,https://www.hyundaicard.com/upload/card/T_AOB-20260403-1734-28_%EA%B0%80%EC%9D%B4%EB%93%9C%EB%B6%81_SKT_M%20Ed3_%ED%86%B5%EC%8B%A02.0_V3_%EA%B3%B5%EC%8B%A4%EC%9A%A9.pdf,true,,payment_status,financial_normal_synthetic_v2,rule_synthetic_from_reviewed_sms_patterns,generator_rule_and_source_review,2026-09-15,train,17414525634387240,003dde6b365e9d28b5966fff6ecbb137dfe5bb64fcc8dbb1b2da3e04eb8b4ac9,recurring_approval
financial-syn-0020,"[현대카드] 정기결제 승인 05/16 15:45 661,200원 생활용품점",현대카드,0,https://www.hyundaicard.com/upload/card/T_AOB-20260403-1734-28_%EA%B0%80%EC%9D%B4%EB%93%9C%EB%B6%81_SKT_M%20Ed3_%ED%86%B5%EC%8B%A02.0_V3_%EA%B3%B5%EC%8B%A4%EC%9A%A9.pdf,true,,payment_status,financial_normal_synthetic_v2,rule_synthetic_from_reviewed_sms_patterns,generator_rule_and_source_review,2026-09-15,train,6970692016585013088,60bcdf74ef3377600c685afb25e9b1492f3bf0f2f1c9328b64bf89fee12407d1,recurring_approval
financial-syn-0021,[Web발신] 하나카드 해외승인 94** 11/24 06:42 US$362.78 해외가맹점,하나카드,0,https://www.hanacard.co.kr/contents/popup/club_sk/enclean/OPY15000000M.web?mID=OPY15000000M&schID=pcd,true,,payment_status,financial_normal_synthetic_v2,rule_synthetic_from_reviewed_sms_patterns,generator_rule_and_source_review,2026-09-15,train,14506080691524959911,c94ff3884d7f7ea7479f2cc474bbb4986d51bc3a25dacd4d70066c462869ca67,overseas_approval
financial-syn-0022,"NH농협카드 온라인승인 06** 11/01 11:04 714,500원 생활용품점",NH농협카드,0,https://github.com/kakao/credit-card-sms-parser/blob/master/test/test_credit_card_sms_parser.rb,true,,payment_status,financial_normal_synthetic_v2,rule_synthetic_from_reviewed_sms_patterns,generator_rule_and_source_review,2026-09-15,train,17491194893885267559,f2bd35156b285e678744e0bddfbdc9cec4e4e85cff73cac7c0b43bf10d694695,online_approval
financial-syn-0023,"[Web발신] BC카드 승인 31** 02/03 23:25 601,200원 3개월 할부 동네마트",BC카드,0,https://www.bccard.com/app/card/ContentsLinkActn.do?pgm_id=ind1074,true,,payment_status,financial_normal_synthetic_v2,rule_synthetic_from_reviewed_sms_patterns,generator_rule_and_source_review,2026-09-15,train,12060239282164965214,a75e93baafa79f5eabaeb5f86dc7b29491f24fcca97378d8e96e881147b75e7b,installment_approval
financial-syn-0024,"[현대카드] 후불교통 이용금액 810,000원 처리 완료 01/28 이용내역 https://www.hyundaicard.com/",현대카드,0,https://www.hyundaicard.com/upload/card/T_AOB-20260403-1734-28_%EA%B0%80%EC%9D%B4%EB%93%9C%EB%B6%81_SKT_M%20Ed3_%ED%86%B5%EC%8B%A02.0_V3_%EA%B3%B5%EC%8B%A4%EC%9A%A9.pdf,true,,payment_status,financial_normal_synthetic_v2,rule_synthetic_from_reviewed_sms_patterns,generator_rule_and_source_review,2026-09-15,train,10565814293992689894,92a1501ecc2dd0e6cf67edea36da6a2c4f1bb0a6ce3d253996a161a520bf07ec,transit_payment
financial-syn-0025,"[Web발신] [현대카드]-승인 04** 05/06 23:32 869,900원 동네마트 누적 2,159,100원",현대카드,0,https://www.hyundaicard.com/upload/card/T_AOB-20260403-1734-28_%EA%B0%80%EC%9D%B4%EB%93%9C%EB%B6%81_SKT_M%20Ed3_%ED%86%B5%EC%8B%A02.0_V3_%EA%B3%B5%EC%8B%A4%EC%9A%A9.pdf,true,,payment_status,financial_normal_synthetic_v2,rule_synthetic_from_reviewed_sms_patterns,generator_rule_and_source_review,2026-09-15,train,5369575956469442070,4a8490e217d6e61619eeb5f001a520f145c74ab54f52dcadf453bedaf69ce57c,approval_with_total
financial-syn-0026,"[롯데카드] 06/22 20:26 33** 생활용품점 체크카드출금 77,100원 잔액 219,700원",롯데카드,0,https://www.lottecard.co.kr/app/LPBNFBD_V500.lc,true,,payment_status,financial_normal_synthetic_v2,rule_synthetic_from_reviewed_sms_patterns,generator_rule_and_source_review,2026-09-15,train,419255987381653409,05d17f1965d6cfa10916f9b58241ca5e57cd5224f58c70b9ce2d8cc4373bb795,check_withdrawal
financial-syn-0027,"[BC카드] 카드 결제대금 891,300원 입금 처리가 완료되었습니다. 11/08 20:57",BC카드,0,https://www.bccard.com/app/card/ContentsLinkActn.do?pgm_id=ind1074,true,,payment_status,financial_normal_synthetic_v2,rule_synthetic_from_reviewed_sms_patterns,generator_rule_and_source_review,2026-09-15,train,17753737362442442848,f661f2115bf65860c8a0d14b39d454352ee317abae00b521e66fe616f2e203a2,payment_deposit_completed
financial-syn-0028,"[Web발신] BC카드 온라인승인 00** 06/01 05:09 480,300원 대중교통",BC카드,0,https://www.bccard.com/app/card/ContentsLinkActn.do?pgm_id=ind1074,true,,payment_status,financial_normal_synthetic_v2,rule_synthetic_from_reviewed_sms_patterns,generator_rule_and_source_review,2026-09-15,train,15524757844917126376,d77305019a3e84e873649ea4511248adb6629f58bb3cbadb28813931ea325c15,online_approval
financial-syn-0029,"BC카드 87** 승인 08/20 22:25 379,700원 동네마트 일시불",BC카드,0,https://www.bccard.com/app/card/ContentsLinkActn.do?pgm_id=ind1074,true,,payment_status,financial_normal_synthetic_v2,rule_synthetic_from_reviewed_sms_patterns,generator_rule_and_source_review,2026-09-15,train,2782710180672095236,269e2c2a77d2c4047b100ea49ce994ba669a4663bde03870d8c44005d7e51c7f,domestic_approval
financial-syn-0030,"현대카드 06** 승인거절 03/24 07:32 548,500원 생활용품점",현대카드,0,https://www.hyundaicard.com/upload/card/T_AOB-20260403-1734-28_%EA%B0%80%EC%9D%B4%EB%93%9C%EB%B6%81_SKT_M%20Ed3_%ED%86%B5%EC%8B%A02.0_V3_%EA%B3%B5%EC%8B%A4%EC%9A%A9.pdf,true,,payment_status,financial_normal_synthetic_v2,rule_synthetic_from_reviewed_sms_patterns,generator_rule_and_source_review,2026-09-15,train,9709429089650322234,86bed2507473ab3a94ea009ee81106b20cc53de69e40aca2474fd2732088efb3,approval_declined
financial-syn-0031,"[Web발신] [현대카드]-승인 46** 03/01 13:50 239,600원 온라인쇼핑 누적 308,100원",현대카드,0,https://www.hyundaicard.com/upload/card/T_AOB-20260403-1734-28_%EA%B0%80%EC%9D%B4%EB%93%9C%EB%B6%81_SKT_M%20Ed3_%ED%86%B5%EC%8B%A02.0_V3_%EA%B3%B5%EC%8B%A4%EC%9A%A9.pdf,true,,payment_status,financial_normal_synthetic_v2,rule_synthetic_from_reviewed_sms_patterns,generator_rule_and_source_review,2026-09-15,train,5080319145488433174,4680eb589c7440167b3cba04cf34ca3a182d84630068915d8dc129e2c92cc613,approval_with_total
financial-syn-0032,"[Web발신] [현대카드] 정기결제 승인 08/01 02:09 91,200원 통신요금",현대카드,0,https://www.hyundaicard.com/upload/card/T_AOB-20260403-1734-28_%EA%B0%80%EC%9D%B4%EB%93%9C%EB%B6%81_SKT_M%20Ed3_%ED%86%B5%EC%8B%A02.0_V3_%EA%B3%B5%EC%8B%A4%EC%9A%A9.pdf,true,,payment_status,financial_normal_synthetic_v2,rule_synthetic_from_reviewed_sms_patterns,generator_rule_and_source_review,2026-09-15,train,11847747626147609400,a46ba7b1a5017b38cc6f9a6f70ad450b50aaa24dd78d93110ea25626e69b0078,recurring_approval
financial-syn-0033,"[KB국민카드] 08/18 02:22 02** 편의점 체크카드출금 755,900원 잔액 3,240,100원",KB국민카드,0,https://github.com/kakao/credit-card-sms-parser/blob/master/test/test_credit_card_sms_parser.rb,true,,payment_status,financial_normal_synthetic_v2,rule_synthetic_from_reviewed_sms_patterns,generator_rule_and_source_review,2026-09-15,train,15679420891096024094,d9987e3a319e041e5e0158477259bc6f413421bf349af957940ffd56c8af1c67,check_withdrawal
financial-syn-0034,"[Web발신] 현대카드 80** 승인거절 08/03 08:51 422,800원 통신요금",현대카드,0,https://www.hyundaicard.com/upload/card/T_AOB-20260403-1734-28_%EA%B0%80%EC%9D%B4%EB%93%9C%EB%B6%81_SKT_M%20Ed3_%ED%86%B5%EC%8B%A02.0_V3_%EA%B3%B5%EC%8B%A4%EC%9A%A9.pdf,true,,payment_status,financial_normal_synthetic_v2,rule_synthetic_from_reviewed_sms_patterns,generator_rule_and_source_review,2026-09-15,train,9194074647265088562,7f97ea2deca91432ac5b64f3ab3e90a614c2afd367ecbcdbd9a4566956382a54,approval_declined
financial-syn-0035,"KB국민카드 승인 85** 02/19 19:16 645,200원 10개월 할부 통신요금",KB국민카드,0,https://github.com/kakao/credit-card-sms-parser/blob/master/test/test_credit_card_sms_parser.rb,true,,payment_status,financial_normal_synthetic_v2,rule_synthetic_from_reviewed_sms_patterns,generator_rule_and_source_review,2026-09-15,train,13888577108571486236,c0be234ba006781c29b0b4ebd5b08d92cb15fca9e0e37eee0484d8467016fe78,installment_approval
financial-syn-0036,"NH농협카드 온라인승인 28** 03/20 18:55 610,800원 커피전문점",NH농협카드,0,https://github.com/kakao/credit-card-sms-parser/blob/master/test/test_credit_card_sms_parser.rb,true,,payment_status,financial_normal_synthetic_v2,rule_synthetic_from_reviewed_sms_patterns,generator_rule_and_source_review,2026-09-15,train,1174705630558553775,104d648c111806af0de5a3cc6d1a54cea23077c1bdcc038e73471b4c0a32eaf9,online_approval
financial-syn-0037,[Web발신] KB국민카드 해외승인 75** 04/27 05:00 US$342.42 해외가맹점,KB국민카드,0,https://github.com/kakao/credit-card-sms-parser/blob/master/test/test_credit_card_sms_parser.rb,true,,payment_status,financial_normal_synthetic_v2,rule_synthetic_from_reviewed_sms_patterns,generator_rule_and_source_review,2026-09-15,train,5086409672652791216,46968ea5f8949db05117a388da7ef3657be000f2f5819ebd82496c3fc5974fcd,overseas_approval
financial-syn-0038,"KB국민카드 82** 승인 11/20 18:38 631,400원 커피전문점 일시불",KB국민카드,0,https://github.com/kakao/credit-card-sms-parser/blob/master/test/test_credit_card_sms_parser.rb,true,,payment_status,financial_normal_synthetic_v2,rule_synthetic_from_reviewed_sms_patterns,generator_rule_and_source_review,2026-09-15,train,1724530825150730354,17eec3a605521072f67e6a9477c8607bce5b61df49094fdba435b1758bd13baf,domestic_approval
financial-syn-0039,"하나카드 승인 15** 05/28 00:37 631,300원 10개월 할부 음식점",하나카드,0,https://www.hanacard.co.kr/contents/popup/club_sk/enclean/OPY15000000M.web?mID=OPY15000000M&schID=pcd,true,,payment_status,financial_normal_synthetic_v2,rule_synthetic_from_reviewed_sms_patterns,generator_rule_and_source_review,2026-09-15,train,16316558997628056163,e2700ff5a252f26311bc32ec96ae2dd5e75ef62db38af6c510bc2ef21d4a323a,installment_approval
financial-syn-0040,"BC카드 온라인승인 01** 07/15 01:37 191,900원 커피전문점",BC카드,0,https://www.bccard.com/app/card/ContentsLinkActn.do?pgm_id=ind1074,true,,payment_status,financial_normal_synthetic_v2,rule_synthetic_from_reviewed_sms_patterns,generator_rule_and_source_review,2026-09-15,train,3498503791944542512,308d2ea9b436293040896e8a2544ba838af5bdba54f74c238849fb381cbea2a0,online_approval
financial-syn-0041,"[Web발신] NH농협카드 81** 승인 03/14 15:59 871,100원 생활용품점 일시불",NH농협카드,0,https://github.com/kakao/credit-card-sms-parser/blob/master/test/test_credit_card_sms_parser.rb,true,,payment_status,financial_normal_synthetic_v2,rule_synthetic_from_reviewed_sms_patterns,generator_rule_and_source_review,2026-09-15,train,11373636463025175075,9dd7461a5f0bba23c356c3e9568b4d3ed252410fd2d61575a5af1586c4a0bfb9,domestic_approval
financial-syn-0042,"[BC카드] 온라인쇼핑 130,900원 매출취소가 처리되었습니다. 10/09 09:48",BC카드,0,https://www.bccard.com/app/card/ContentsLinkActn.do?pgm_id=ind1074,true,,payment_status,financial_normal_synthetic_v2,rule_synthetic_from_reviewed_sms_patterns,generator_rule_and_source_review,2026-09-15,train,14101840388496414628,c3b3cd1e5b95d7a4eb76968ead5cb9674d832093e9cb335a3b0932927ee7d761,sale_cancelled
financial-syn-0043,"[Web발신] [롯데카드]-승인 89** 06/19 18:08 365,400원 커피전문점 누적 1,233,300원",롯데카드,0,https://www.lottecard.co.kr/app/LPBNFBD_V500.lc,true,,payment_status,financial_normal_synthetic_v2,rule_synthetic_from_reviewed_sms_patterns,generator_rule_and_source_review,2026-09-15,train,9391299248088916139,825498e8adbba0ab8bfc5008abd69f499e476e55d9746af9cfa1624360b92d79,approval_with_total
financial-syn-0044,"[Web발신] 롯데카드 47** 승인취소 08/20 12:25 446,900원 음식점 취소 완료",롯데카드,0,https://www.lottecard.co.kr/app/LPBNFBD_V500.lc,true,,payment_status,financial_normal_synthetic_v2,rule_synthetic_from_reviewed_sms_patterns,generator_rule_and_source_review,2026-09-15,train,13708180772718835631,be3d3dc8a2bef7af38e0b5ee33a5304ae49c26b9c7a76decaf58d8ef57a99bb5,approval_cancelled
financial-syn-0045,"[Web발신] 현대카드 온라인승인 26** 11/20 05:29 568,800원 통신요금 이용내역 https://www.hyundaicard.com/",현대카드,0,https://www.hyundaicard.com/upload/card/T_AOB-20260403-1734-28_%EA%B0%80%EC%9D%B4%EB%93%9C%EB%B6%81_SKT_M%20Ed3_%ED%86%B5%EC%8B%A02.0_V3_%EA%B3%B5%EC%8B%A4%EC%9A%A9.pdf,true,,payment_status,financial_normal_synthetic_v2,rule_synthetic_from_reviewed_sms_patterns,generator_rule_and_source_review,2026-09-15,train,6181742799719439732,55c9f652f61b1d74a4d0e531a1d5ff2de0afe4f44ba5487a610bea5dcf2e4b5d,online_approval
financial-syn-0046,"[Web발신] BC카드 온라인승인 45** 08/28 03:38 341,100원 온라인쇼핑",BC카드,0,https://www.bccard.com/app/card/ContentsLinkActn.do?pgm_id=ind1074,true,,payment_status,financial_normal_synthetic_v2,rule_synthetic_from_reviewed_sms_patterns,generator_rule_and_source_review,2026-09-15,train,4949797669306549312,44b136c14d12c440fea0d2e91849b58c15215fa7c588762c486810ef78871b0d,online_approval
financial-syn-0047,"[Web발신] BC카드 15** 승인취소 03/14 15:52 145,900원 커피전문점 취소 완료",BC카드,0,https://www.bccard.com/app/card/ContentsLinkActn.do?pgm_id=ind1074,true,,payment_status,financial_normal_synthetic_v2,rule_synthetic_from_reviewed_sms_patterns,generator_rule_and_source_review,2026-09-15,train,10344158245922800774,8f8dd51e74a80486ddc954760f804ed138e20a1bb51a3bca1e7ff8c3a783eed5,approval_cancelled
financial-syn-0048,"[Web발신] [BC카드] 정기결제 승인 07/03 01:45 887,200원 약국",BC카드,0,https://www.bccard.com/app/card/ContentsLinkActn.do?pgm_id=ind1074,true,,payment_status,financial_normal_synthetic_v2,rule_synthetic_from_reviewed_sms_patterns,generator_rule_and_source_review,2026-09-15,train,11705758088658617644,a27334f63d27052c198673b79aa95b2f00f35b8f134c6fbf4ba841e4fbc87d2c,recurring_approval
financial-syn-0049,"[Web발신] 하나카드 81** 승인취소 02/23 12:43 444,500원 온라인쇼핑 취소 완료",하나카드,0,https://www.hanacard.co.kr/contents/popup/club_sk/enclean/OPY15000000M.web?mID=OPY15000000M&schID=pcd,true,,payment_status,financial_normal_synthetic_v2,rule_synthetic_from_reviewed_sms_patterns,generator_rule_and_source_review,2026-09-15,train,13484931279749193115,bb24198d7e011d9b8f652f791cdb4b01908706454f8337706231ca234ed18ae1,approval_cancelled
financial-syn-0050,"[하나카드]-승인 59** 02/23 02:41 552,800원 보험료 누적 954,800원",하나카드,0,https://www.hanacard.co.kr/contents/popup/club_sk/enclean/OPY15000000M.web?mID=OPY15000000M&schID=pcd,true,,payment_status,financial_normal_synthetic_v2,rule_synthetic_from_reviewed_sms_patterns,generator_rule_and_source_review,2026-09-15,train,2396407739893886527,2141c024895f2e3ffe6e3ad3428980a72ee88dd41a1c029d84b7111759f36483,approval_with_total
financial-syn-0051,"[Web발신] [BC카드] 카드 결제대금 699,800원 입금 처리가 완료되었습니다. 05/26 11:54",BC카드,0,https://www.bccard.com/app/card/ContentsLinkActn.do?pgm_id=ind1074,true,,payment_status,financial_normal_synthetic_v2,rule_synthetic_from_reviewed_sms_patterns,generator_rule_and_source_review,2026-09-15,train,8337163694716671976,73b38e3549ded7e83618993c3872f61bfcfe9ba4a78b9140f4f78db81a018ac2,payment_deposit_completed
financial-syn-0052,"[Web발신] NH농협카드 온라인승인 81** 09/08 12:52 313,900원 동네마트",NH농협카드,0,https://github.com/kakao/credit-card-sms-parser/blob/master/test/test_credit_card_sms_parser.rb,true,,payment_status,financial_normal_synthetic_v2,rule_synthetic_from_reviewed_sms_patterns,generator_rule_and_source_review,2026-09-15,train,12804153393001671903,b1b17dabef7a2cdffb8e54a1bf571af46f5303938c30ee65c24b0200ef55ef27,online_approval
financial-syn-0053,"[Web발신] [하나카드] 07/09 14:30 50** 통신요금 체크카드출금 134,200원 잔액 3,122,500원",하나카드,0,https://www.hanacard.co.kr/contents/popup/club_sk/enclean/OPY15000000M.web?mID=OPY15000000M&schID=pcd,true,,payment_status,financial_normal_synthetic_v2,rule_synthetic_from_reviewed_sms_patterns,generator_rule_and_source_review,2026-09-15,train,14546594940316476781,c9dfe306ed0ee56da090a82415cc235c014981dec038a03e54b2d08418c5bf6c,check_withdrawal
financial-syn-0054,"하나카드 온라인승인 67** 12/25 21:07 592,000원 대중교통",하나카드,0,https://www.hanacard.co.kr/contents/popup/club_sk/enclean/OPY15000000M.web?mID=OPY15000000M&schID=pcd,true,,payment_status,financial_normal_synthetic_v2,rule_synthetic_from_reviewed_sms_patterns,generator_rule_and_source_review,2026-09-15,train,15698581105872876445,d9dc90575536339df8a1108016b73520a2ec11fbf93462710e91288a6f866656,online_approval
financial-syn-0055,"BC카드 온라인승인 44** 02/17 02:09 59,200원 온라인서점",BC카드,0,https://www.bccard.com/app/card/ContentsLinkActn.do?pgm_id=ind1074,true,,payment_status,financial_normal_synthetic_v2,rule_synthetic_from_reviewed_sms_patterns,generator_rule_and_source_review,2026-09-15,train,16200403465718339968,e0d3651e60261980ef9012dd32867b7eea054bc56e57037f9d18c649b4a483af,online_approval
financial-syn-0056,"BC카드 승인 67** 07/22 10:01 669,900원 3개월 할부 온라인서점",BC카드,0,https://www.bccard.com/app/card/ContentsLinkActn.do?pgm_id=ind1074,true,,payment_status,financial_normal_synthetic_v2,rule_synthetic_from_reviewed_sms_patterns,generator_rule_and_source_review,2026-09-15,train,10316906575360870654,8f2d03de7546c8fe0f08716366013709d633204eb270633a351dc87d8fc5e9cf,installment_approval
financial-syn-0057,"[Web발신] [BC카드] 카드 결제대금 802,400원 입금 처리가 완료되었습니다. 03/20 06:39",BC카드,0,https://www.bccard.com/app/card/ContentsLinkActn.do?pgm_id=ind1074,true,,payment_status,financial_normal_synthetic_v2,rule_synthetic_from_reviewed_sms_patterns,generator_rule_and_source_review,2026-09-15,train,5194032945173655904,4814e971c8c071607e3f6b802da800a12365cc43a3c3b2fe76c311aeaa1e9417,payment_deposit_completed
